"Name","DistinguishedName","OperatingSystem","OperatingSystemServicePack","OperatingSystemVersion"
"SAM6-DIR-WW-01","CN=SAM6-DIR-WW-01,OU=Samara6,OU=Povolzhe-1,OU=Volga,OU=Stores,OU=Fashion3000,DC=domain,DC=local",,,
"SAM6-MED-WW-01","CN=SAM6-MED-WW-01,OU=Samara6,OU=Povolzhe-1,OU=Volga,OU=Stores,OU=Fashion3000,DC=domain,DC=local",,,
"SAM6-KLAD-WW-01","CN=SAM6-KLAD-WW-01,OU=Samara6,OU=Povolzhe-1,OU=Volga,OU=Stores,OU=Fashion3000,DC=domain,DC=local",,,
"SAM6-POS","CN=SAM6-POS,OU=Samara6,OU=Povolzhe-1,OU=Volga,OU=Stores,OU=Fashion3000,DC=domain,DC=local",,,
"MOS1-POS02","CN=MOS1-POS02,OU=Temporarily disabled,OU=Disabled Computers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"CO-COM-WN-68","CN=CO-COM-WN-68,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-MAR-WN-01","CN=CO-MAR-WN-01,OU=Temporarily disabled,OU=Disabled Computers,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-COM-WW-88","CN=CO-COM-WW-88,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-COM-WW-125","CN=CO-COM-WW-125,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"NVS1-POS02","CN=NVS1-POS02,OU=Novorossiysk1,OU=Iug-1,OU=Iug,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"CO-COM-WN-01","CN=CO-COM-WN-01,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 10 Pro",,"10.0 (16299)"
"SP18-MED-WW-01","CN=SP18-MED-WW-01,OU=Sankt-Peterburg-18,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"SP18-KLAD-WW-01","CN=SP18-KLAD-WW-01,OU=Sankt-Peterburg-18,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"SP18-POS","CN=SP18-POS,OU=Sankt-Peterburg-18,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"CO-COM-WW-221","CN=CO-COM-WW-221,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-HD01","CN=DC-HD01,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"CO-COM-WN-11","CN=CO-COM-WN-11,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 10 Pro",,"10.0 (16299)"
"NKZ3-DIR-WW-01","CN=NKZ3-DIR-WW-01,OU=Novokuznetsk3,OU=Sibir,OU=Sibir - Ural,OU=Stores,OU=Fashion3000,DC=domain,DC=local",,,
"NKZ3-MED-WW-01","CN=NKZ3-MED-WW-01,OU=Novokuznetsk3,OU=Sibir,OU=Sibir - Ural,OU=Stores,OU=Fashion3000,DC=domain,DC=local",,,
"NKZ3-KLAD-WW-01","CN=NKZ3-KLAD-WW-01,OU=Novokuznetsk3,OU=Sibir,OU=Sibir - Ural,OU=Stores,OU=Fashion3000,DC=domain,DC=local",,,
